100	1779
12	10	0.954566637632
12	13	0.292784112754
12	14	0.404143175383
12	15	0.251876712548
12	24	0.058304004278
12	26	0.143258909052
12	34	0.215776339218
12	41	0.150967999901
12	42	0.120882355012
12	43	0.498387726431
12	47	0.26428007161
12	52	0.0766700467055
12	53	0.310605599136
12	57	0.377879856182
12	58	0.167828025866
12	62	0.512337661443
12	67	0.899875506439
12	68	0.542784822353
12	71	0.457105785106
12	74	0.489158692053
12	78	0.398698555547
12	83	0.266358214318
12	84	0.18299320074
12	85	0.214485498984
12	92	0.466544826007
13	3	0.251923668826
13	8	0.733634827328
13	31	0.867789780001
13	37	0.746821073301
13	44	0.080439387467
13	52	0.0895915506656
13	63	0.417272025409
13	64	0.0332321509393
13	75	0.0851662497691
13	85	0.250415866201
13	88	0.55427145072
13	97	0.956495912641
14	5	0.222196322749
14	6	0.155479640574
14	11	0.434852029685
14	32	0.198513057829
14	33	0.269910375666
14	36	0.44028165465
14	41	0.572101400254
14	62	0.869921587652
14	65	0.117386913405
14	66	0.0735698375591
14	70	0.596638101082
14	75	0.216192435842
14	79	0.842978614074
14	82	0.597810605977
14	96	0.903433969582
14	97	0.716224368524
14	99	0.376785355474
15	8	0.190666914152
15	10	0.45724120316
15	13	0.601069573278
15	18	0.979579223815
15	20	0.270588183363
15	24	0.101178345214
15	30	0.518366665982
15	32	0.946909503616
15	39	0.0452899296452
15	41	0.444659343219
15	42	0.819578623552
15	44	0.571097950044
15	46	0.745715896872
15	49	0.435571608392
15	54	0.108140137123
15	55	0.892303082996
15	59	0.433612183022
15	73	0.788588139282
15	75	0.860607531662
15	76	0.130276873238
15	81	0.43491998553
15	82	0.806383626564
15	84	0.0570026901082
15	86	0.656074003267
15	92	0.0811779407028
16	4	0.0518087682065
16	6	0.912761475463
16	9	0.743997115355
16	14	0.388445259453
16	21	0.42957058236
16	23	0.371651696293
16	25	0.790442042334
16	32	0.231339874667
16	36	0.125382724759
16	39	0.68250438605
16	43	0.780426309501
16	54	0.251484292491
16	57	0.187760037553
16	63	0.0194739894756
16	64	0.45882883516
16	70	0.685830612526
16	71	0.653335252167
16	89	0.641382041609
16	90	0.973540957519
16	93	0.136679217181
16	94	0.627331225643
16	96	0.571673263713
17	2	0.0476510574839
17	6	0.00872614412728
17	9	0.696203943598
17	11	0.190949835399
17	13	0.560689330784
17	16	0.19710447158
17	22	0.654299152791
17	23	0.651281249378
17	25	0.0491744891352
17	27	0.116990935543
17	30	0.206209319586
17	34	0.462623266025
17	36	0.168502013945
17	39	0.76724045158
17	40	0.451751606698
17	45	0.0230123694482
17	51	0.565555911444
17	61	0.187240251349
17	71	0.115203681994
17	80	0.00667197114744
17	91	0.219584383848
17	92	0.109999527617
18	0	0.989595814351
18	3	0.757180082483
18	6	0.625026470902
18	8	0.985474128813
18	10	0.619380386045
18	13	0.973983667319
18	17	0.744202756564
18	23	0.550934021874
18	24	0.161145999402
18	36	0.657907919118
18	40	0.698954156715
18	41	0.228631688209
18	51	0.906216293241
18	56	0.270580942383
18	57	0.758223780724
18	68	0.380183652054
18	80	0.278130149374
18	87	0.0515333837075
18	88	0.504019327011
18	95	0.588309158586
18	96	0.509659529945
19	6	0.487205275584
19	7	0.0934817247719
19	10	0.782204230008
19	13	0.512261399544
19	15	0.326914425596
19	16	0.351438852719
19	21	0.23557355009
19	23	0.796356559147
19	27	0.630387762062
19	31	0.87945765151
19	32	0.163077397436
19	37	0.331962631188
19	42	0.169658948794
19	53	0.899541629546
19	55	0.251666762067
19	57	0.649232737234
19	59	0.0324540116388
19	68	0.836291401418
19	75	0.544282724138
19	81	0.317551973311
19	87	0.774421725125
19	90	0.300381716338
19	91	0.738339285475
19	97	0.377004852138
20	1	0.00755705760028
20	5	0.0944732808303
20	7	0.704085887306
20	11	0.931922876486
20	13	0.347502816617
20	22	0.929669700201
20	44	0.605060730643
20	53	0.116322952645
20	66	0.880317229822
20	73	0.861435604919
20	76	0.868941677879
20	87	0.756312595681
20	96	0.396272167196
20	97	0.0183908276282
21	4	0.849593213092
21	12	0.157488012385
21	20	0.924730517229
21	23	0.786004418844
21	24	0.58074603087
21	34	0.919293209794
21	36	0.415449610591
21	39	0.593810867198
21	48	0.274633442927
21	52	0.720635975647
21	53	0.00810927151743
21	60	0.486561241995
21	74	0.755827759479
21	76	0.826602922641
21	81	0.808926328488
21	84	0.885676917471
21	97	0.493202062614
21	98	0.320552803011
22	2	0.594257432289
22	13	0.673552145156
22	18	0.499249981456
22	47	0.300160490336
22	52	0.82801908811
22	55	0.397245177992
22	60	0.496796487354
22	67	0.831069572549
22	72	0.94214388108
22	79	0.635245808564
22	84	0.57323688111
22	85	0.70035740641
22	90	0.366657097718
22	96	0.819620044683
23	10	0.522406330745
23	22	0.14187515777
23	26	0.0882875226868
23	30	0.642171122243
23	37	0.822943443832
23	51	0.0749358147846
23	57	0.817046249509
23	64	0.622446230828
23	65	0.715970290763
23	66	0.252618771754
23	71	0.884918037316
23	79	0.384659349001
23	90	0.638543643977
23	94	0.499880629609
23	99	0.702468223113
24	1	0.291280192473
24	2	0.282562964898
24	23	0.30844824802
24	26	0.524631046596
24	30	0.152331835124
24	35	0.522953121744
24	40	0.777629625978
24	46	0.296824172951
24	63	0.765010339283
24	66	0.884857032816
24	68	0.266036362364
24	71	0.350824923358
24	84	0.489237274729
24	86	0.182781016557
24	88	0.357069255241
24	94	0.134445638891
24	97	0.250207494663
24	99	0.0140102597433
25	13	0.749409421534
25	18	0.809975555091
25	22	0.17333995968
25	32	0.305365539338
25	34	0.45732022426
25	37	0.922408021721
25	41	0.441479649447
25	51	0.765929266129
25	53	0.281612327696
25	58	0.749253566313
25	63	0.64863684184
25	64	0.937024031091
25	68	0.990747332736
25	78	0.371110338699
25	84	0.250824194338
25	85	0.685820202448
25	90	0.152131988068
25	93	0.0483747555977
25	98	0.962744328158
26	2	0.68085757206
26	13	0.328685689556
26	16	0.411560041961
26	35	0.510197237455
26	44	0.366465526902
26	48	0.0211687321715
26	59	0.41627569102
26	64	0.024312858485
26	68	0.134363313415
26	72	0.987378153422
26	75	0.392800884381
26	77	0.553951042885
26	79	0.964525482173
26	84	0.110898776628
26	88	0.403949747949
26	89	0.287415787675
26	91	0.934824495864
26	93	0.700840468459
26	94	0.0133107524611
26	98	0.874177904337
27	2	0.358830818826
27	4	0.6628574284
27	7	0.682924066097
27	10	0.797653130326
27	14	0.261003724274
27	15	0.0128556591142
27	28	0.462287660714
27	31	0.909354831663
27	39	0.228833941936
27	54	0.328739609148
27	55	0.932610752325
27	58	0.0166824213205
27	69	0.550495392728
27	71	0.498750197965
27	72	0.140264677497
27	73	0.137102340645
27	74	0.650962753883
27	81	0.575842493281
27	83	0.693322083693
27	86	0.363497829194
27	96	0.746267076651
28	4	0.0786583229825
28	6	0.461770033925
28	12	0.49828536489
28	13	0.350556194233
28	15	0.476036833862
28	33	0.682396382827
28	36	0.652307837789
28	37	0.713172977816
28	39	0.945804836283
28	43	0.931889124608
28	72	0.513682983889
28	77	0.783203506953
28	79	0.528389205739
28	81	0.724907750832
28	87	0.659270712081
28	95	0.956551853469
28	97	0.43129116857
29	7	0.765247361272
29	8	0.382190503406
29	13	0.82078460836
29	17	0.221358158524
29	19	0.36577136604
29	22	0.396468811988
29	24	0.93838522886
29	26	0.13178177804
29	35	0.364581732128
29	40	0.901023476385
29	48	0.609479632869
29	51	0.915339905174
29	53	0.0124971310471
29	56	0.920510792215
29	57	0.671089749883
29	59	0.626543547664
29	63	0.902377292554
29	72	0.549295716721
29	77	0.73778520736
29	79	0.732205612258
29	80	0.609423687433
29	82	0.0450479375025
29	94	0.914783311114
29	95	0.326496483418
30	1	0.346427820141
30	5	0.215045988741
30	25	0.176512166459
30	42	0.691686677585
30	46	0.217065142179
30	50	0.346731427912
30	51	0.587613822261
30	54	0.397162549333
30	62	0.894617602824
30	64	0.372847307953
30	79	0.519151962226
30	85	0.388712794004
30	90	0.0476715590872
30	93	0.115117655643
30	95	0.314469710039
30	97	0.0976501681158
31	0	0.651751482725
31	3	0.799302353551
31	4	0.511305903831
31	24	0.337800684641
31	37	0.620889934216
31	39	0.758283987623
31	45	0.519492415543
31	47	0.469954598714
31	62	0.112129366667
31	69	0.391624742001
31	72	0.624685191141
31	73	0.424317400895
31	75	0.0810311819048
31	76	0.105933912798
31	77	0.893170696765
31	80	0.139675364269
31	92	0.690852934213
32	8	0.478488890474
32	20	0.764082265064
32	22	0.368142144066
32	29	0.669526383104
32	35	0.168180482284
32	36	0.705112548141
32	40	0.256358564387
32	47	0.536126393629
32	58	0.951645714314
32	63	0.249894974965
32	68	0.235910009392
32	71	0.413757313838
32	73	0.846590879133
32	75	0.245974556352
32	77	0.597466106728
32	91	0.504445116046
33	1	0.880114059075
33	3	0.65341390989
33	5	0.776382997767
33	8	0.980675505774
33	10	0.689573924818
33	11	0.601883854872
33	19	0.0384094635501
33	21	0.408055812952
33	37	0.592613861731
33	46	0.794765202949
33	58	0.782732260644
33	60	0.737701286312
33	61	0.357825612352
33	66	0.582685020625
33	74	0.633377112573
33	83	0.295790105617
33	87	0.833569604122
34	2	0.575773389787
34	3	0.522728752213
34	13	0.0171620829815
34	15	0.0484904813402
34	20	0.259906815103
34	22	0.968308653462
34	32	0.72107249409
34	41	0.523611834121
34	42	0.0149642017689
34	45	0.727662169634
34	46	0.58784329143
34	49	0.381058016781
34	50	0.201661566956
34	52	0.183800260158
34	53	0.701772907761
34	60	0.511942273266
34	62	0.220722961778
34	64	0.695630748074
34	72	0.947036065244
34	78	0.688259488271
34	79	0.876658188355
34	81	0.90168088134
34	83	0.80769862429
34	86	0.627464160071
34	88	0.743545415184
34	92	0.685595399287
34	93	0.995979572343
34	95	0.948830955724
34	98	0.665309923554
34	99	0.768172153386
35	3	0.374331454542
35	11	0.730020638165
35	23	0.224718053587
35	28	0.961510606547
35	36	0.711616098598
35	47	0.732503408841
35	56	0.284046243702
35	58	0.702868355539
35	61	0.216997380205
35	62	0.637092115678
35	70	0.671957036452
35	71	0.194425802746
35	72	0.368350717028
35	78	0.50702018375
35	80	0.0398263884735
35	84	0.647930669251
35	89	0.879918888587
35	93	0.559316108199
35	98	0.642467164183
36	1	0.858379607183
36	2	0.791254142874
36	6	0.659563046659
36	15	0.818289860128
36	41	0.265171933983
36	48	0.349986624451
36	51	0.0831350250028
36	56	0.633664146448
36	63	0.140078831865
36	72	0.238291766026
36	87	0.839541502882
36	88	0.917003175732
36	95	0.964979217921
36	96	0.742654150403
36	97	0.660317445321
37	7	0.425164139757
37	16	0.574490152441
37	20	0.336207026066
37	22	0.685306171577
37	32	0.871497241931
37	39	0.376067829319
37	41	0.0375439913702
37	46	0.0698126656805
37	51	0.481250180503
37	57	0.229496482272
37	58	0.272838548247
37	60	0.893171579032
37	63	0.935009832023
37	69	0.606328747299
37	76	0.0603113270094
37	82	0.546322714112
37	85	0.754663450414
37	86	0.26925835113
37	87	0.506874812807
37	89	0.0480352366686
37	93	0.507728480785
37	94	0.3677034425
37	98	0.535891652159
38	3	0.68367201846
38	20	0.00219760542299
38	23	0.502071428502
38	25	0.479255097567
38	26	0.0748740885975
38	27	0.0621151098641
38	33	0.399924960405
38	36	0.251819708203
38	39	0.487717241406
38	42	0.866083868727
38	43	0.870867329621
38	48	0.0633084013157
38	50	0.170114110348
38	52	0.97328207899
38	55	0.189076141012
38	56	0.689412390637
38	58	0.436816163918
38	63	0.0365550654328
38	67	0.275305255968
38	68	0.641490415847
38	70	0.834290999786
38	72	0.024412256269
38	74	0.785272066345
38	75	0.927142147267
38	83	0.814276155355
38	86	0.883465329678
38	93	0.597716311382
38	96	0.681616903787
39	6	0.43961867188
39	20	0.272111089638
39	22	0.468697284578
39	29	0.495726945241
39	34	0.339925440507
39	44	0.624135105514
39	53	0.400801370547
39	54	0.674988714423
39	65	0.367028496694
39	66	0.907369594403
39	70	0.289395863805
39	73	0.183519751629
39	75	0.903636498237
39	92	0.446462113613
39	94	0.580819026902
40	2	0.595532239977
40	8	0.880569424474
40	11	0.287182503049
40	14	0.426915765481
40	38	0.176101218808
40	41	0.175967831483
40	47	0.0292165703721
40	54	0.107855109759
40	56	0.40431429893
40	62	0.938913251532
40	65	0.937825846969
40	67	0.647758318457
40	68	0.662048978843
40	70	0.704499072021
40	76	0.765127337496
40	80	0.459010447428
40	82	0.0349339577213
40	86	0.66801363576
40	88	0.407062390461
40	92	0.244152396189
40	95	0.987345516851
40	99	0.298833584758
41	21	0.041277976017
41	35	0.315826562922
41	42	0.056485305131
41	49	0.541653638308
41	53	0.780964567246
41	62	0.559502937499
41	74	0.640808313718
41	78	0.361226600259
41	90	0.834049022768
41	91	0.145355737076
41	92	0.232642320051
41	94	0.930216577402
41	96	0.535487421274
41	99	0.373605875825
42	0	0.558775567371
42	2	0.519416772458
42	22	0.158824231082
42	25	0.802703202851
42	27	0.515387864802
42	37	0.968544000184
42	46	0.911715450393
42	50	0.935190287052
42	56	0.0576593651076
42	63	0.334783390718
42	66	0.563022548999
42	79	0.104619246909
42	80	0.238958413485
42	87	0.527080053358
42	90	0.227028413598
42	93	0.514226567562
43	0	0.423249014847
43	7	0.424691423885
43	9	0.719802284937
43	10	0.677758841522
43	19	0.43182974467
43	24	0.630975885983
43	44	0.222496525009
43	52	0.384720743975
43	58	0.605374385707
43	63	0.881291302871
43	67	0.59929587872
43	77	0.384144490185
43	83	0.842499226033
43	93	0.861304565027
44	2	0.596363194543
44	7	0.465725120953
44	12	0.91447457802
44	21	0.310738387793
44	22	0.0917901394621
44	23	0.168922230721
44	28	0.911653324952
44	32	0.950656468265
44	37	0.604530889
44	40	0.421843863706
44	47	0.179439997663
44	56	0.739515667697
44	60	0.00504242277075
44	65	0.167723858927
44	67	0.542778968761
44	68	0.797428412935
44	77	0.801116178743
44	88	0.566224474333
44	92	0.706848899978
44	95	0.784763625364
44	97	0.810301055791
45	7	0.349111401777
45	23	0.835542648751
45	29	0.180491091834
45	32	0.74034564679
45	38	0.640152953643
45	44	0.350736485629
45	50	0.552810005237
45	52	0.0966191545514
45	59	0.364306996007
45	67	0.194928901924
45	68	0.943325663541
45	77	0.699297527735
45	87	0.893505862515
45	88	0.477670560121
45	91	0.00428674664894
45	96	0.576567380046
45	98	0.646956608404
46	2	0.109147820281
46	8	0.875236897216
46	10	0.484922997161
46	17	0.796380903465
46	20	0.516338520075
46	22	0.249355850115
46	47	0.205144093272
46	54	0.888694955267
46	55	0.971541516299
46	62	0.765971361719
46	63	0.319290436859
46	67	0.600994313561
46	72	0.960002263888
46	79	0.769321588094
46	85	0.208990930075
46	88	0.393273772761
46	89	0.630611611391
46	92	0.066261334887
47	11	0.880763753846
47	16	0.401065753332
47	17	0.809956272893
47	19	0.21737183041
47	23	0.210590863396
47	26	0.193762580515
47	34	0.958952811991
47	37	0.850314968018
47	38	0.673973366871
47	39	0.619361011629
47	45	0.136732266868
47	50	0.156913292634
47	52	0.813397669076
47	59	0.370914895513
47	60	0.222517474025
47	64	0.601565296791
47	65	0.300577135912
47	67	0.0554086659451
47	75	0.649851807789
47	76	0.50505049577
47	77	0.503549371826
47	78	0.619096764651
47	89	0.72070445929
47	93	0.762306189036
47	94	0.293981025802
47	99	0.184247151742
48	16	0.495705381215
48	18	0.476047901528
48	23	0.622022298453
48	24	0.881087339938
48	27	0.53246030642
48	37	0.424263587697
48	41	0.748613095159
48	44	0.859049911672
48	51	0.547953727071
48	59	0.267501892527
48	70	0.518210505046
48	84	0.376355816774
48	85	0.747329151565
48	87	0.590679045948
48	88	0.259936290403
48	90	0.494763629488
48	91	0.911387571008
48	93	0.544981135756
48	96	0.749199434656
48	97	0.733938958894
49	0	0.341570699983
49	4	0.610314718897
49	23	0.0985948129766
49	25	0.753362421962
49	38	0.593624869378
49	42	0.272840368606
49	48	0.879167645564
49	50	0.831417727502
49	72	0.0785230564145
49	73	0.914014454046
49	77	0.753231700662
49	86	0.620888916401
49	87	0.549869810644
49	90	0.228724222013
49	94	0.520060411634
49	97	0.0638094437894
50	1	0.497173725662
50	12	0.419868606396
50	15	0.772942746116
50	17	0.475615716356
50	18	0.968448474508
50	19	0.152180868396
50	21	0.349658237736
50	23	0.1755996159
50	25	0.529743818379
50	33	0.0866613538441
50	39	0.957806431202
50	44	0.156786430132
50	48	0.796058255757
50	51	0.344532177915
50	66	0.283171655223
50	69	0.428279710684
50	75	0.515951787265
50	79	0.57775371564
50	83	0.33368543974
50	85	0.780633581155
50	97	0.673186895882
51	0	0.728451538588
51	9	0.38263793205
51	14	0.783921456037
51	15	0.452671137903
51	21	0.370439592446
51	22	0.875725884938
51	39	0.214782472333
51	45	0.0410181433958
51	49	0.0509787575077
51	52	0.365160346927
51	53	0.421131467777
51	54	0.225485442208
51	57	0.282559177233
51	70	0.270776519858
51	79	0.082373761862
51	95	0.0875322532935
52	2	0.603134859984
52	4	0.195510950592
52	7	0.587742486945
52	11	0.549849770321
52	16	0.237190206228
52	18	0.590773414274
52	25	0.0187001677937
52	29	0.015864896718
52	30	0.545311049429
52	32	0.946058733948
52	50	0.329890396072
52	54	0.859718481835
52	57	0.0501050032174
52	58	0.973594352307
52	97	0.0402809945018
52	99	0.969041813544
53	2	0.180777774128
53	7	0.309849294063
53	18	0.0671243852071
53	24	0.194635445968
53	26	0.687952498419
53	30	0.0705358232311
53	36	0.0631389084408
53	40	0.452924761907
53	50	0.50290212372
53	54	0.4325799697
53	61	0.251282907915
53	92	0.990263007103
54	4	0.683650532076
54	12	0.794265277525
54	14	0.0437079263676
54	20	0.367954521092
54	35	0.778942488467
54	43	0.314684787432
54	47	0.467176716975
54	49	0.977321389777
54	61	0.495993819242
54	67	0.817653721122
54	72	0.256408016027
54	73	0.629267657229
54	79	0.587494722158
54	83	0.106723326484
54	84	0.835203989902
54	86	0.133741994193
55	2	0.522891937214
55	3	0.78148765569
55	10	0.552244020916
55	13	0.184642056646
55	21	0.493355030394
55	23	0.414980877421
55	24	0.55336742644
55	26	0.356281982429
55	39	0.740647093677
55	42	0.966619834046
55	50	0.989306320154
55	58	0.0286898633773
55	62	0.156948940201
55	81	0.801096855294
55	83	0.493439756423
55	85	0.156347574045
55	86	0.631894447931
55	91	0.608471934277
55	93	0.860950858221
56	4	0.669136733254
56	12	0.860941149489
56	30	0.217677215635
56	31	0.0456258002441
56	37	0.0478199994473
56	45	0.482073631457
56	52	0.709012841277
56	73	0.503121712877
56	74	0.191554256254
56	89	0.889035121389
56	91	0.682071798628
56	96	0.591313577116
56	98	0.491528545117
56	99	0.511505034773
57	6	0.822340475053
57	11	0.59768916481
57	15	0.146259027774
57	24	0.699310150947
57	26	0.634771716648
57	34	0.212026982778
57	42	0.957305708623
57	43	0.301880268696
57	49	0.652069453785
57	76	0.169548486536
57	90	0.963849023995
57	92	0.576697801788
57	95	0.175512506128
57	99	0.627835579819
58	6	0.601544402569
58	26	0.702455985137
58	34	0.487769778535
58	40	0.559061646813
58	48	0.771533195093
58	56	0.813142948639
58	60	0.924192629793
58	72	0.872101514958
58	76	0.381906746727
58	81	0.430856937225
58	86	0.766402086468
58	91	0.728048991117
58	96	0.118854857545
59	3	0.512239596644
59	14	0.83317186321
59	30	0.0943640880712
59	36	0.0561436979857
59	43	0.499641528027
59	44	0.119089503855
59	49	0.661806087439
59	50	0.238469971598
59	51	0.530586227757
59	58	0.40157734352
59	65	0.600292611829
59	67	0.578456412265
59	68	0.711774159334
59	74	0.447023052731
59	77	0.17664436266
59	79	0.332813513307
59	80	0.511738720625
59	82	0.864263084941
59	85	0.158113255204
59	89	0.827820989337
59	91	0.824603018801
59	92	0.974491257979
59	96	0.7752679482
60	3	0.396908343018
60	6	0.889421200925
60	15	0.00352320069526
60	16	0.108996995525
60	17	0.586521500062
60	18	0.910241471697
60	25	0.630934072583
60	26	0.342795468227
60	41	0.633695365279
60	49	0.832195590121
60	53	0.116453610952
60	65	0.0422324489933
60	70	0.894368310672
60	74	0.57473640228
60	77	0.059746497659
60	89	0.0322060096771
60	95	0.295152486367
61	4	0.659975910207
61	21	0.322782406424
61	24	0.650501246115
61	27	0.152888417173
61	29	0.257041422627
61	31	0.418310583197
61	34	0.941117484968
61	47	0.141515044148
61	50	0.816502197315
61	62	0.482030021715
61	64	0.146125605932
61	69	0.67708033923
61	77	0.062265942317
61	87	0.683597255742
61	94	0.138293654209
61	99	0.57079294856
62	4	0.659562994358
62	11	0.22128801945
62	20	0.248942691075
62	21	0.853133027386
62	24	0.42141816053
62	27	0.225180265883
62	38	0.0697934442973
62	50	0.604259814662
62	56	0.0555264854657
62	58	0.985302272814
62	67	0.254214290348
62	69	0.995087677336
62	72	0.637404615691
62	78	0.414955388722
62	80	0.452654069909
62	81	0.543455242462
62	99	0.868613997768
63	11	0.365357574631
63	18	0.971060393212
63	45	0.339548843694
63	47	0.0427420658833
63	48	0.420656482492
63	51	0.682150445274
63	57	0.859863934147
63	62	0.364899818219
63	67	0.656820715338
63	69	0.941891146584
63	70	0.872066465154
63	74	0.344438251431
63	75	0.242607458887
63	78	0.800910436155
63	82	0.805408127599
63	91	0.0863967969183
63	97	0.125091833987
64	6	0.570387548214
64	9	0.0855091677859
64	11	0.818472646486
64	14	0.961733023539
64	19	0.945030352317
64	20	0.311918211588
64	22	0.53497741571
64	27	0.676601103848
64	53	0.0637366454232
64	57	0.693987324667
64	59	0.419065703276
64	66	0.654275598546
64	67	0.153305272182
64	82	0.843050705696
64	86	0.713275192814
64	89	0.979405035229
64	99	0.0498805146961
65	0	0.813160597787
65	6	0.146345280035
65	7	0.798680446877
65	10	0.597397547402
65	11	0.53417808064
65	20	0.983323653173
65	22	0.706676150588
65	27	0.47662552853
65	34	0.0342506393726
65	43	0.739521461983
65	45	0.228213617741
65	52	0.388090444061
65	73	0.524148960457
65	85	0.850099010623
65	93	0.365935102347
65	98	0.692581545501
66	0	0.293171201963
66	3	0.530813944042
66	10	0.409565917815
66	12	0.0663400775484
66	13	0.881186875003
66	15	0.0617219871719
66	17	0.300961318718
66	25	0.502983772976
66	29	0.648941954878
66	36	0.985169445752
66	38	0.129144602638
66	46	0.0735371193547
66	54	0.393543072023
66	56	0.216373292549
66	60	0.593086571504
66	62	0.48251263252
